# Per-class (and per-core-terminal-proof) instrumentation seconds for issue #1850.
# Provenance: baseline rows from GitHub Actions Tests run 31961310072 on main @ 3c7a01ef (2026-08-16).
# Issue #2281 additions: the 30 selectors that were absent from that baseline
# were measured from GitHub Actions Tests run 32566299419 on main @
# c4bb92f3c5f29bbafd26746751220018e669821f (2026-08-22). Values are the
# suite's integer-second per-selector costs: JOURNEY_PASS elapsed for a
# first-pass selector; attempt-1 manifest duration plus retry elapsed for a
# selector recovered by the per-class retry; and both completed attempt
# manifest durations for a selector that failed twice. No median/default cost
# was used for these additions. The additions are grouped at the end so their
# run provenance remains auditable.
# Jobs: shard 0=95200324865  shard 1=95200324870  shard 2=95200324829
#       shard 3=95200324874  shard 4=95200324832  shard 5=95200324883
# Journey classes: JOURNEY_PASS attempt-1 elapsed, except the three
# JOURNEY_FLAKE_RECOVERED classes below, which use attempt-1 + retry elapsed
# (the suite wall they actually spent).
# Core-terminal proofs: *_PASS elapsed; they share the #1862 name hash (#2110).
# Columns: FQCN<TAB>integer-seconds
# Recovered classes:
#   com.pocketshell.app.tmux.TmuxSessionOpencodeInputDockerTest#keyBarCtrlCAndCtrlDExitRunningAgentOnTmuxSessionScreen shard=0 attempt1=26s retry=35s total=61s
#   com.pocketshell.app.fileviewer.EnvironmentFocusOwnerCleanupE2eTest#launcherFrameworkDialogAtPriorJourneyExitCannotPoisonNextImeJourney shard=2 attempt1=28s retry=22s total=50s
#   com.pocketshell.app.proof.ServerDeathReconnectNoResurrectE2eTest shard=3 attempt1=82s retry=52s total=134s
com.pocketshell.app.bootstrap.AppUpdateDismissSelectorTest	14
com.pocketshell.app.bootstrap.HostNotificationsReadinessTest	24
com.pocketshell.app.bootstrap.HostReadyPrimaryActionTest	20
com.pocketshell.app.cards.SessionCardFeedRegistryTest	28
com.pocketshell.app.cards.SessionChecklistPushJourneyDockerTest	47
com.pocketshell.app.composer.AttachmentStagerRealUploadDockerTest	39
com.pocketshell.app.composer.ComposerDraftDurabilityE2eTest	28
com.pocketshell.app.composer.ComposerResendAllImeProofTest	14
com.pocketshell.app.composer.Issue1622ComposerSheetGeometryProofTest	48
com.pocketshell.app.composer.Issue2057AttachmentTilesBelowDraftProofTest	36
com.pocketshell.app.composer.PromptComposerDegradedSendE2eTest	35
com.pocketshell.app.composer.PromptComposerDiscardE2eTest	27
com.pocketshell.app.composer.PromptComposerDraftLossOnFinalizeE2eTest	41
com.pocketshell.app.composer.PromptComposerImeSquishProofTest	18
com.pocketshell.app.composer.PromptComposerImeTightScreenSquishProofTest	25
com.pocketshell.app.composer.PromptComposerLiveTranscriptTwoLineTest	23
com.pocketshell.app.composer.PromptComposerLongDraftCaretVisibleTest	31
com.pocketshell.app.composer.PromptComposerOfflineComposeUsableProofTest	21
com.pocketshell.app.composer.PromptComposerOutboundQueueTest	42
com.pocketshell.app.composer.PromptComposerRecordingNoLockJourneyTest	22
com.pocketshell.app.composer.PromptComposerRecordingRowFitProofTest	22
com.pocketshell.app.composer.PromptComposerRecordingTimerAndTailTest	18
com.pocketshell.app.composer.PromptComposerSaturatedImeAnchorE2eTest	71
com.pocketshell.app.composer.PromptComposerSendDismissE2eTest	31
com.pocketshell.app.composer.PromptComposerSendPipeliningE2eTest	29
com.pocketshell.app.composer.PromptComposerUndeliveredRetryHiltWiringTest	22
com.pocketshell.app.composer.PromptComposerUndeliveredRetryTest	32
com.pocketshell.app.conversation.ConversationCodeBlockCopyJourneyTest	19
com.pocketshell.app.conversation.ConversationImageContentRenderTest	29
com.pocketshell.app.conversation.ConversationShowAllJourneyTest	32
com.pocketshell.app.conversation.ConversationTuiCommandNoticeRenderTest	17
com.pocketshell.app.crash.ConfirmDeleteAllDialogButtonsTest	20
com.pocketshell.app.diagnostics.ConnectionJournalHostPullJourneyDockerTest	34
com.pocketshell.app.diagnostics.ConnectionLogHostMirrorReconnectDockerTest	26
com.pocketshell.app.env.EnvScreenE2eTest	35
com.pocketshell.app.fileexplorer.FileExplorerScaffoldTest#failedStateShowsMessageAndRetry	16
com.pocketshell.app.fileexplorer.FileExplorerScaffoldTest#goToDialogCancelDismissesWithoutNavigating	21
com.pocketshell.app.fileexplorer.FileExplorerScaffoldTest#goToDialogGoButtonDispatchesPath	22
com.pocketshell.app.fileexplorer.FileExplorerScaffoldTest#successTransferShowsDismissibleBanner	26
com.pocketshell.app.fileviewer.EnvironmentFocusOwnerCleanupE2eTest#launcherFrameworkDialogAtPriorJourneyExitCannotPoisonNextImeJourney	50
com.pocketshell.app.fileviewer.FileViewerDockerTest#failedSyntheticOwnerBodyRestoresFocusBeforeNextImeJourney	22
com.pocketshell.app.fileviewer.FileViewerDockerTest#moduleOneArticleListsRenderIntactAndContinuedLinkOpensExactUrl	33
com.pocketshell.app.fileviewer.FileViewerDockerTest#reopeningAChangedTextFileShowsTheFreshHostContent	29
com.pocketshell.app.fileviewer.FileViewerScaffoldTest#cannotPreviewStateShowsMessageAndRetry	14
com.pocketshell.app.fileviewer.FileViewerScaffoldTest#cannotPreviewWithLocateCandidatesOffersOpenRows	17
com.pocketshell.app.fileviewer.FileViewerScaffoldTest#markdownRenderedPipeTableShowsCellsNotRawDelimiter	25
com.pocketshell.app.hosts.FirstHostWizardE2eTest	35
com.pocketshell.app.hosts.HostResumeLastSessionE2eTest	20
com.pocketshell.app.insets.NestedImePaddingInSheetGeometryTest	61
com.pocketshell.app.insets.StandaloneContentImePaddingLivenessTest	30
com.pocketshell.app.nav.Issue1831SessionEntryPathBackE2eTest	54
com.pocketshell.app.notifications.NoNotificationPromptOnAppOpenE2eTest	81
com.pocketshell.app.notifications.UpdateAvailableNotificationE2eTest#updateNotification_postsToStatusBar_andIsTappable	12
com.pocketshell.app.portfwd.ForwardingNetworkRideThroughE2eTest	26
com.pocketshell.app.portfwd.ForwardingNotificationDurableStopE2eTest#notificationStopDisablesEveryPersistedHost_andRelaunchCannotResumeForwarding	110
com.pocketshell.app.portfwd.ForwardingNotificationE2eTest#liveUpdateContract_isApi36Promotable_pre36Ordinary_andStopClears	52
com.pocketshell.app.portfwd.ForwardingNotificationE2eTest#sessionPinnedForForward_hasExactlyOneForwardNotification_andStopTearsDownTunnels	30
com.pocketshell.app.portfwd.ForwardingNotificationObserverGenerationE2eTest	40
com.pocketshell.app.portfwd.ForwardingResumeOnLaunchE2eTest	24
com.pocketshell.app.portfwd.Issue2176SessionPortsAttributionDockerTest	26
com.pocketshell.app.portfwd.PortForwardDuplicateKeyCrashTest	15
com.pocketshell.app.portfwd.PortForwardDuplicateKeyRenderTest	28
com.pocketshell.app.portfwd.PortForwardPanelLifecycleE2eTest	23
com.pocketshell.app.portfwd.SessionPortsOverlayUiTest	35
com.pocketshell.app.projects.AgentLaunchVersionMismatchHintE2eTest	12
com.pocketshell.app.projects.AgentRecordedKindReadBackDockerTest	26
com.pocketshell.app.projects.AgentStateChipHostCardScreenshotTest	25
com.pocketshell.app.projects.AgentStateReadBackDockerTest	29
com.pocketshell.app.projects.CliVersionMismatchBannerUpdateButtonTest	19
com.pocketshell.app.projects.FolderListBootstrapSkipTreeLoadsDockerTest	23
com.pocketshell.app.projects.FolderListClientCacheInstantRenderDockerTest	21
com.pocketshell.app.projects.FolderListDurableTreeDaemonDockerTest	25
com.pocketshell.app.projects.FolderListHostOutdatedTreeVersionDaemonDockerTest	26
com.pocketshell.app.projects.FolderListKillWindowDockerTest	25
com.pocketshell.app.projects.FolderListOldCliHydrateDockerTest	24
com.pocketshell.app.projects.FolderListScaleAnrStrictModeDockerTest	16
com.pocketshell.app.projects.FolderListScreenE2eTest#profiledSessionsShowProfileChipDefaultSessionsDoNot	17
